六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main launch
信息: Installing and starting initial bundles
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main launch
信息: All initial bundles installed and set to start
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Trying to lock D:\java-develop\tools\apache-karaf\lock
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Lock acquired
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main$KarafLockCallback lockAquired
信息: Lock acquired. Setting startlevel to 100
2017-06-02T10:00:48,150 | INFO  | FelixStartLevel  | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Creating configuration from jmx.acl.org.apache.karaf.security.jmx.cfg
2017-06-02T10:00:50,097 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   mvn:org.ow2.asm/asm-all/5.2
2017-06-02T10:00:50,110 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   mvn:org.ops4j.pax.url/pax-url-aether/2.5.2
2017-06-02T10:00:50,110 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   mvn:org.ops4j.pax.url/pax-url-wrap/2.5.2/jar/uber
2017-06-02T10:00:50,441 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | Starting bundles:
2017-06-02T10:00:50,442 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.ops4j.pax.url.wrap/2.5.2
2017-06-02T10:00:50,449 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.util/1.1.3
2017-06-02T10:00:50,451 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.blueprint.api/1.0.1
2017-06-02T10:00:50,453 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.objectweb.asm.all/5.2.0
2017-06-02T10:00:50,455 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.proxy/1.1.0
2017-06-02T10:00:50,457 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.blueprint.core/1.8.0
2017-06-02T10:00:50,459 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.blueprint.cm/1.1.0
2017-06-02T10:00:50,461 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.deployer.kar/4.1.1
2017-06-02T10:00:50,463 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.deployer.blueprint/4.1.1
2017-06-02T10:00:50,465 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.deployer.wrap/4.1.1
2017-06-02T10:00:50,467 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.deployer.features/4.1.1
2017-06-02T10:00:50,474 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.sshd.core/1.4.0
2017-06-02T10:00:50,477 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.fusesource.jansi/1.14.0
2017-06-02T10:00:50,478 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.jline/3.2.0
2017-06-02T10:00:50,480 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.shell.core/4.1.1
2017-06-02T10:00:50,482 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.package.core/4.1.1
2017-06-02T10:00:50,484 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.jaas.config/4.1.1
2017-06-02T10:00:50,486 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.management.server/4.1.1
2017-06-02T10:00:50,488 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.servicemix.bundles.not-yet-commons-ssl/0.3.11.1
2017-06-02T10:00:50,490 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.jaas.modules/4.1.1
2017-06-02T10:00:50,492 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.shell.ssh/4.1.1
2017-06-02T10:00:50,494 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.shell.table/4.1.1
2017-06-02T10:00:50,496 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.jmx.whiteboard/1.1.5
2017-06-02T10:00:50,498 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.features.command/4.1.1
2017-06-02T10:00:50,500 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.instance.core/4.1.1
2017-06-02T10:00:50,501 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.bundle.core/4.1.1
2017-06-02T10:00:50,503 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.jmx.blueprint.api/1.1.5
2017-06-02T10:00:50,505 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.jaas.command/4.1.1
2017-06-02T10:00:50,507 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.service.core/4.1.1
2017-06-02T10:00:50,509 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.jmx.api/1.1.5
2017-06-02T10:00:50,511 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.log.core/4.1.1
2017-06-02T10:00:50,512 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.config.core/4.1.1
2017-06-02T10:00:50,514 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.jmx.core/1.1.7
2017-06-02T10:00:50,516 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.system.core/4.1.1
2017-06-02T10:00:50,518 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.bundle.blueprintstate/4.1.1
2017-06-02T10:00:50,520 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.diagnostic.core/4.1.1
2017-06-02T10:00:50,522 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.jaas.blueprint.config/4.1.1
2017-06-02T10:00:50,523 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.aries.jmx.blueprint.core/1.1.5
2017-06-02T10:00:50,525 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.shell.commands/4.1.1
2017-06-02T10:00:50,527 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.kar.core/4.1.1
2017-06-02T10:00:50,529 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 |   org.apache.karaf.event/4.1.1
2017-06-02T10:00:50,533 | INFO  | pool-3-thread-1  | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | Done.
2017-06-02T10:00:50,552 | INFO  | FelixStartLevel  | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | No quiesce support is available, so blueprint components will not participate in quiesce operations
2017-06-02T10:00:50,686 | INFO  | FelixStartLevel  | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Starting JMX OSGi agent
2017-06-02T10:00:50,700 | INFO  | FelixStartLevel  | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c] for service with service.id [12]
2017-06-02T10:00:50,846 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.bundle.core/4.1.1
2017-06-02T10:00:50,858 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.config.core/4.1.1
2017-06-02T10:00:50,879 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.deployer.kar/4.1.1
2017-06-02T10:00:50,881 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.1.1
2017-06-02T10:00:50,895 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.features.command/4.1.1
2017-06-02T10:00:50,907 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.instance.core/4.1.1
2017-06-02T10:00:50,920 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-02T10:00:50,921 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Updating commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-02T10:00:50,922 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Updating commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-02T10:00:50,925 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.kar.core/4.1.1
2017-06-02T10:00:50,930 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.log.core/4.1.1
2017-06-02T10:00:50,932 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.package.core/4.1.1
2017-06-02T10:00:50,935 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.service.core/4.1.1
2017-06-02T10:00:50,944 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.shell.commands/4.1.1
2017-06-02T10:00:51,315 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.1.1. Missing dependencies: [org.apache.sshd.server.SshServer]
2017-06-02T10:00:51,327 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.system.core/4.1.1
2017-06-02T10:00:51,335 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.event/4.1.1
2017-06-02T10:00:51,487 | INFO  | pool-22-thread-1 | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.shell.ssh/4.1.1
2017-06-02T10:00:51,814 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,816 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,817 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,817 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,817 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,818 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,827 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,828 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,828 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,829 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,829 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,830 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:51,831 | WARN  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2017-06-02T10:00:52,852 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:52,852 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:52,853 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:52,854 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:52,854 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:00:52,854 | INFO  | pool-18-thread-1 | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer com.sun.jmx.mbeanserver.JmxMBeanServer@5e481248 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=743004a4-4253-4fcb-9f69-8f3b6d45274c
2017-06-02T10:01:03,012 | INFO  | pipe-feature:install  webconsole | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.1.1 | Adding features: webconsole/[4.1.1,4.1.1]
